Date,Name,Title,Body
15.08.2019 18:42,Selenokhod,Klickbait mit der Vertrauenskrise,"Mal ganz ehrlich: Zum Thema Klimawandel sind alle Positionen ausführlich dargestellt und ausgetauscht (genauso zur ""Flüchtlingskrise""). Das Thema ist von einem wichtigen und spannenden Fachthema zu einem hochpolarisierten Streitthema mutiert. Letztere eignen sich hervorragend um in den Medien Reichweite, Zugriffszahlen und damit Geld zu generieren - deswegen werden Artikel ja auch gerne mit Wörtern wie ""ideologischer Verblendung"" und ""intellektuellen Totalversagern"" gespickt. Das fordert dann so richtig heraus es dem Autor mal zu geben. Natürlich bekommt ein solcher Artikel dann 800 Kommentare und geile Zugriffszahlen. Letztere kann man dann natürlich als Reichweite Verlag und Werbekunden verkaufen. Sowas würde ich heise natürlich nie unterstellen..."
12.08.2019 13:02,Selenokhod,++ Danke,... und zudem gibt es für solche Artikel Telepolis.
07.08.2019 16:55,Selenokhod,"Vertreter der offenen Gesellschaft, Zivilgesellschaft,...",habe ich noch irgendwelche Buzzwords überlesen?
03.07.2019 19:57,Selenokhod,Soweit ist es sicherlich noch nicht....,... allerdings ist eine gewisse Hysterie in der Debatte inzwischen schon spürbar.
23.06.2019 10:55,Selenokhod,"Re: Ohne Handy-Nummer ist es nicht möglich, das Konto zu löschen","Wenn das der Fall sein sollte, ist das definitiv illegal und ein mehr als grober Verstoß gegen die DGSVO. Darauf stehen in der EU erhebliche Strafen (Umsatzanteile)."
23.06.2019 10:50,Selenokhod,Einfache Lösung Herr Schleyer:,https://m.facebook.com/help/224562897555674
12.06.2019 19:00,Selenokhod,Re: Gelungene Provokation,DachsH schrieb am 12.06.2019 18:55:
12.06.2019 18:15,Selenokhod,Gelungene Provokation,"Die Provokation ist durchaus gelungen, nur hat die ganze Debatte um den Individualverkehr einige Haken:"
09.06.2019 12:10,Selenokhod,Re: LineageOS,"Das Problem mit LintageOS und anderen ROMs ist IMHO, dass bestimmte Apps inzwischen den Playstore benötigen (Banking Apps, Netflix,...)."
06.06.2019 17:01,Selenokhod,"Re: Schon komisch. Das ultralinke Forum ""linksunten.indymedia.org"" wurde einfach",Das war angeblich ziemlich sicher gehosted (im Nicht-EU-Ausland usw...).
06.06.2019 16:58,Selenokhod,Genau das habe ich mich auch gefragt,Es gibt eine IP Adresse und damit (ohne TOR und VPN) eine physikalische Adresse des Anschlussinhabers. Da würde ich einen polizeilichen Anhörungsbescheid erwarten und gut ist. Wo liegt der Unterschied zum illegalen Filesharing?
04.06.2019 20:34,Selenokhod,Also ich hätte da auch ein paar Ideen:,"1. Der geistig verwirrte Einzeltäter. Geht immer - quasi die Verlegenheitsdiagnose der Kriminalistik. Bei Bedarf auch belibig politisch einzuordnen (mal mehr, mal weniger verrückt)"
04.06.2019 20:20,Selenokhod,Nein,Clickbait ist kein Experiment sondern eine bewerte Methode Zugriffszahlen und Werbeeinnahmen nach oben zu treiben. Scheint sich zu rechnen
29.05.2019 21:05,Selenokhod,"Re: Heulen, trotzen und drohen...",zimmet schrieb am 29.05.2019 20:55:
29.05.2019 19:22,Selenokhod,"Ja, es macht einen gewaltigen Unterschied","Das eine ist eine mathematische Aussage und das andere ein Video, welches wenige Tage vor einer Wahl veröffentlicht wurde mit dem Ziel auf diese Einfluss zu nehmen."
29.05.2019 18:56,Selenokhod,Re: Und wer bezahlt Dich für Deine Arbeit?,stony246 schrieb am 29.05.2019 17:35:
28.05.2019 09:47,Selenokhod,Ich habe eine demokratische Lösung für AKK,"... nennt sich Gegenrede. Wenn ihr irgendein Video nicht passt, kann sie ja ein eigenes machen."
27.05.2019 16:35,Selenokhod,Re: Wahlbetrug?,Ein Teilproblem geht schon aus den Artikel hervor:
26.05.2019 19:13,Selenokhod,++,Moody schrieb am 26.05.2019 18:04:
26.05.2019 14:59,Selenokhod,Ganz ruhig mein Guter!,"Tief durchatmen, lesen und überlegen was Du mir sagen möchtest. Vorzugsweise ohne Beleidigungen (letztere fallen nur auf Dich zurück)."
26.05.2019 14:47,Selenokhod,Ich bin vor 30 Jahren in die Schule gegangen,An einer anderen Stelle habe ich es schon geschrieben:
26.05.2019 14:25,Selenokhod,"Ja, kann ich absolut nachvollziehen!","Ich bin in den späten 80ern aufgewachsen und diese Leute waren meine Lehrergeneration. Das hat mich bis heute negativ geprägt. In der Grundschule schon das Theaterstück  ""Puschi die Müllmaus"" über eine Maus, die in einer apokalyptischen Müllwelt lebt. Ein anderer Forent schrieb hier was von Angstpädagogik...genau so habe ich es empfunden. Das bleibt bei einem Grundschüler hängen."
26.05.2019 14:12,Selenokhod,Fürchtet Euch! Das Ende ist nah!,Tuet Buße und lobet den Herrn!
26.05.2019 14:00,Selenokhod,Fürchtet Euch...,"Musste auch sofort an ein Bibelzitat denken. Allerdings steht in der Bibel ""Fürchtet Euch nicht""."
25.05.2019 20:37,Selenokhod,"Aufklären, Stellung beziehen und gut ist!",Wer weiß es schon. Aber die Reaktion auf die bloße Frage spricht eigentlich schon Bände...
25.05.2019 20:20,Selenokhod,Re: Die CDU hat angefangen ...,Artikel 13 hat nix mit dem Video zu tun und der Zweck heiligt nicht die Mittel.
24.05.2019 20:07,Selenokhod,Re: Mal wieder von sich auf andere schließen...,Lurker69 schrieb am 24.05.2019 18:08:
24.05.2019 11:56,Selenokhod,Re: Gerne doch,seyinphyin schrieb am 24.05.2019 11:20:
24.05.2019 11:52,Selenokhod,Richtig,Deswegen macht er ja auch Werbung für Bündnis90/Die Grünen. Eine massiv unterfinanzierte 6% Partei ohne jede proffesionelle Unterstützung durch Werbeagenturen.
24.05.2019 11:16,Selenokhod,"Nein, ich bin kein Lobbyist",IRobot schrieb am 24.05.2019 10:17:
24.05.2019 10:45,Selenokhod,"Lobbyist, dämlicher Rechter,...","jetzt müsst ihr euch einigen. Vielleicht auch dämlicher, rechter Lobbyist. Aber können sich die rechten Agenturen leisten? Dafür sind die doch zu dämlich... aber egal."
24.05.2019 10:06,Selenokhod,Wohl eher berufliche Konkurrenz zwischen unterschiedlichen Lobbyisten...,Daneben noch die gesunde Skepsis einzelner gegen all zu plumpe Manipulationstechniken...
24.05.2019 10:02,Selenokhod,Wieso? Möchtest Du Dich beruflich neu ausrichten?,Bei uns musst Du pro heise Artikel viel weniger schreiben. Ein bis zwei Beiträge an eine guten Tag bei heise. Vielleicht 10 im Monat. Nicht mehr als 300 Zeichen (Smartphone-freundlich) Das würde deine Workload drastisch reduzieren so wie ich das sehe.
24.05.2019 09:37,Selenokhod,Tube One Networks GmbH,Hat der Danisch gestern verlinkt:
23.05.2019 18:46,Selenokhod,Nö,Ist tatsächlich nur meine Mailadresse. Schweizer Berge sind mir egal (ich betreibe keinen Wintersport und hab da kein Schwarzgeld).
23.05.2019 18:39,Selenokhod,Die Stimme der Vernunft...,....ist natürlich deine eigene Stimme. Wikipediaartikel und mit Lackfarbe überzogene Globen als Argument für die Ökodiktatur. Deutschland 2019. Ich habs ja zum Glück hinter mir
23.05.2019 17:12,Selenokhod,"Richtig, es geht mir am Arxxx vorbei",Haaretz schrieb am 23.05.2019 16:54:
23.05.2019 16:31,Selenokhod,Der Angstbürger...,... ist der gute Bürger.
23.05.2019 15:52,Selenokhod,Renzo oder betreutes Denken für Erstwähler...,... zumindest aber lustig und kurzweilig aufgemacht. =)
22.05.2019 19:46,Selenokhod,"Re: Investigativer Journalismus - ne, ist klar =)",nomore schrieb am 22.05.2019 18:54:
22.05.2019 19:41,Selenokhod,Obligatorischer Aluhut...,"Du hast die obligatorische Aluhutempfehlung, den Reptiluidenvergleich und die Gleichstellung mit den Flachweltlern übersehen."
22.05.2019 19:16,Selenokhod,Warten auf die Antwort aus China,"Ich befürchte, die Antwort aus China wird nicht lange auf sich warten lassen."
22.05.2019 13:16,Selenokhod,"Investigativer Journalismus - ne, ist klar =)",Lest euch mal den Artikel auf welt.de durch wie professionell das durchgezogen wurde:
22.05.2019 11:28,Selenokhod,Seltsamer Kommentar,"Ich kann den Grundtenor dieses Kommentars einfach nicht teilen: Huawei hat eben Pech gehabt. Gut für Sony und Samsung. Nutzer müssen nix fürchten. Alternativen zu Google (Appstore,...) scheitern ja ohnehin. Spione spionieren eben."
21.05.2019 14:35,Selenokhod,Vom Ende her denken,"Wenn es sich in AT um einen von außen inszenierten ""Regime change"" handelt, dann haben die Initiatoren auch totsicher bereits einen alternativen Kandidaten positioniert. In diesem Fall wird nichts dem Zufall überlassen. Die frage ist daher, wer könnte diese Person sein?"
21.05.2019 14:33,Selenokhod,Re: Gut die dümmlichen Bubis Gubenus und Strache wurden geschasst--ABER,Zu 2.
20.05.2019 14:41,Selenokhod,Richtig!,"Die nicht-belegbare Quelle ist das rechtsextreme Publikationsmedium ""welt. de"" mit dem braunen Autor Uwe Müller und die von Faschisten durchseuchte ""BStU""."
20.05.2019 14:22,Selenokhod,Fragen über Fragen,Mir stellen sich zu dem Video einige Fragen:
20.05.2019 10:32,Selenokhod,Sehr guter Schritt!,Dieser Schritt der US Administration ist sehr begrüßenswert!
19.05.2019 20:53,Selenokhod,Falsche Hoffnungen,"Ich befürchte, Herr Schäuble und andere könnten bei der Umsetzung ihr blaues Wunder erleben. Würde mich mein Klarname vom posten abhalten? Gibt es hier auch nur einen (von über 1000) Posts zudem ich nicht mit meinem Klarnamen stehen würde?Der hat die bescheidene Hoffnung, dass sich die Menschen durch eine derartige Maßnahme zurückhalten würden. Ich vermute genau das Gegenteil. Die Stimmung aus dem Netz kommt dann endgültig auf der Straße an."
19.05.2019 15:59,Selenokhod,Fragen beantwortet Martin Holland:,Dessen Reaktion auf kritische Fragen und Anmerkungen zu seinen Texten und Interviewpartnern kann man hier bewundern:
19.05.2019 12:48,Selenokhod,Es wird keinen großen Knall geben...,"Sollte es zu einem Zerfall der EU kommen (was gegenwärtig noch niemand abschließend wissen kann), so bezweifle ich, dass dies über Nacht passiert. IMHO ist das ein sehr schleichender Prozess indem das Staatenbündniss immer mehr an praktischer Bedeutung verliert und irgendwann einfach einen völlig disfunktionalen Zustand erreicht. Seine Symbole, Politiker, Institutionen, Gebäude werden noch existieren, spielen aber praktisch keine Bedeutung mehr. Ich halte es für möglich, dass wir uns längst in diesem Prozess befinden und wenn ich die verzweifelten Appelle etlicher EU Vertreter im TV sehe, scheine ich nicht der Einzige zu sein..."
17.05.2019 18:19,Selenokhod,Warum?,epp4 schrieb am 17.05.2019 14:42:
15.05.2019 10:18,Selenokhod,"Re: Ich weiß nicht, ob es einen anthropogenen Klimawandel gibt...",Russischer Hacker schrieb am 15.05.2019 01:02:
14.05.2019 17:30,Selenokhod,Das ist völlig richtig,Aber es ist eben auch ein völlig anderes Thema.
14.05.2019 16:57,Selenokhod,Aufwändiger...,...dürfte eine gehörige Untertreibung sein im Anbetracht der diskutierten Einschränkungen.
14.05.2019 16:22,Selenokhod,"Ich weiß nicht, ob es einen anthropogenen Klimawandel gibt...",... oder nicht gibt. Es gibt für mich (persönlich) keinerlei Möglichkeiten diese Frage in irgendeiner Weise zu überprüfen.
09.05.2019 14:23,Selenokhod,Kernproblem: Mangelnde Transparenz,"Das Kernproblem mit den Sperrungen in Sozialen Netzwerken ist IMHO die völlig unzureichende Transparenz der meisten Sperrentscheidungen. Wenn jemand gegen bestimmte Nutzunsbedingungen verstößt, sollte er auch klar benannt bekommen wo genau der Verstoß vorlag. So wie es heute läuft hat er/sie nicht einmal die Chance das Verhalten zu ändern.Das Ganze wirkt dann wie im beschrieben Fall sehr willkürlich und erweckt zudem den Eindruck, die Sperrungen erfolgen gemäß politischer Präferenz (was wohl auch gelegentlich der Fall ist). Ich selber mache einen Bogen um soziale Netzwerke und informiere mich zu Hintergründen nur in verschiedenen Blogs. Einzelne Tweets lassen sich auch ohne Account lesen. Mein Eindruck war immer, dass die Entstehung dieser Monopolisten kein Zufall oder Betriebsunfall war, sondern der Versuch die meisten User in ein einzelnes, gut überwach- und steuerbares Tool zu drängen."
08.05.2019 21:23,Selenokhod,Der Cyberwar-Experte möchte über die Manipulationsmacht sprechen...,"""Wir müssen über Manipulationsmacht reden und wie wir sie regulieren beziehungsweise verhindern können."""
08.05.2019 14:35,Selenokhod,Wann hat Wut jemals ein Problem nachhaltig gelöst?,Wut ist IMHO der schlechteste Ratgeber und die schlimmste Motivation die Menschen haben können.
07.05.2019 14:51,Selenokhod,Kann mal jemand die Quelle für den empirischen Nachweis...,... des großen Geschlechterspektrums posten? Vorab... ich mein die Frage ernst möchte mir aber die 25 EUR für Lobos Buch sparen.
29.04.2019 14:16,Selenokhod,Geschichte wiederholt sich (Schlafgänger link inside),19tes Jahrhundert in Europa:
27.03.2019 23:02,Selenokhod,Volle Kraft voraus in den totalitären Nannystaat,"Gleich vorab, weder bin ich Impfgegner noch ist mein Nachwuchs ungeimpft, allerdings wirft die gegenwärtige Diskussion doch einige Fragen für mich auf."
26.03.2019 16:16,Selenokhod,Am 16.5. ist Europawahl! Namen und Parteien stehen im Text. kwt,nix
25.03.2019 16:41,Selenokhod,Re: Nowak fällt auf Framing herein,"...nur noch die Lobbyisten halten die Stellung. Und Journalisten, die sich Sand in die Augen streuen lassen."
25.03.2019 10:47,Selenokhod,"Niemand hat die Absicht, eine Mauer zu errichten!",Natürlich geht es um Zensur und natürlich unternehmen die Verantwortlichen alles um diesen Zweck zu verschleiern.
21.03.2019 14:19,Selenokhod,Re: Was der Herr Söder nicht sagt....,"Über Niveau und Ansprüche kann man natürlich sehr geteilter Meinung sein. Da ich aber nicht gezwungen bin private Rundfunkprogramme zu finanzieren oder zu konsumieren (was ich auch nicht mache), muss mich das wenig interessieren. Das nun üblicherweise angeführte Argument von den verdeckten Werbekosten muss mich auch nicht interessieren...bei meinen Einkäufen entscheidet Preis und Qualität."
21.03.2019 13:37,Selenokhod,Was der Herr Söder nicht sagt....,Die Idee ist kein alternatives Soziales Netzwerk oder eine neue Videoplattform indem Nutzer Inhalte einstellen können.
15.03.2019 14:44,Selenokhod,Für Stegemann ist NICHT die Moral das Problem...,"...sondern der Missbrauch der selbigen um sich notwendigen, sachlichen Debatten zu entziehen oder diese vorab zu tabuisieren und damit den öffentlichen Diskus zu entziehen. Gleichzeitig werden pseudomoralische Argumente genutzt um unmoralische Handlungen zu rechtfertigen."
15.03.2019 13:19,Selenokhod,Ausgesprochen gutes Interview,"Ich finde das Interview und auch die Aussagen von Herrn Stegemann sehr gut. Über Details kann man unterschiedlicher Auffassung sein, die Grundrichtung ist jedoch völlig korrekt."
11.03.2019 14:30,Selenokhod,Was macht das eigentlich bei heise?,Das Amazon oder Netflix die eine oder andere Serie einstellen oder neu auflegen ginge für mich ja noch als Branchennews durch. Die Info über eine dritte Staffel STD... ok.
02.03.2019 20:33,Selenokhod,"Gegen was oder wen richtet sich dieser ""Streik""?",Streiks sind ja für gewöhnlich ein Mittel der Arbeitnehmer im Tarifstreit. Dem Arbeitgeber wird die Arbeitsleistung vorenthalten um ihn zu zwingen Forderungen zu übernehmen.
02.03.2019 19:36,Selenokhod,Das war ja zu erwarten...,"""Dazu zählen für mich die öffentlich-rechtlichen und privaten Rundfunksender, Verlage, Institutionen aus Kultur und Wissenschaft und viele andere"""
02.03.2019 14:29,Selenokhod,Konsequenz?,"Da der durchschnittliche AfD Wähler sich für das Thema Klimawandel interessiert oder dieses Thema sogar als ""Hoax"" abstempelt, vertritt die Partei offensichtlich die Haltung ihrer Wähler. Bei aller berechtigten Kritik, dass kann man ihr nun ausnahmsweise nicht vorwerfen. ""Geliefert wie bestellt..."""
02.03.2019 13:50,Selenokhod,Die Schulstreiks fürs Klima...,... sind in erster Linie medial insziniertes und gehyptes Kasperletheater um die (Web-)seiten der MSM zu füllen und irgendwelche Pseudodebatten zu führen.
02.03.2019 12:36,Selenokhod,Beiderseitige Strafbarkeit nicht notwendig - Richtervorbehalt?,"""Beiderseitige Strafbarkeit nicht notwendig"" Diese Aussage sollte aufhorchen lassen. Welche Straftaten sind denn in anderen Ländern ""nicht"" strafbar? Betrug? Diebstahl? Terrorismus? KiPo? -bestimmt nicht!"
27.02.2019 14:46,Selenokhod,Re: gut gemeint aber,Murica schrieb am 27.02.2019 12:32:
27.02.2019 14:16,Selenokhod,Das Internet in Russland macht mir nicht so viele Sorgen...,.... ich muss es ja nicht benutzen und auf die dortigen Entwicklung kann und will ich keinen Einfluss nehmen.
27.02.2019 13:57,Selenokhod,Hier geht es nicht um Ideologie sondern um Big Business,Es wäre für die Lebensmittelindustrie eben toll gewesen gleich zwei Labels auf die Fleischpackung zu kleben um zwei wichtige Zielgruppen mit einem Produkt zu adressieren.Man wird die Zertifizierungsbedingungen aufweichen und das in Zukunft ermöglichen....wo das Geld lockt...
24.02.2019 16:00,Selenokhod,"""...sei aber oft gekoppelt mit ...Misstrauen in Institutionen und Autoritäten""","Der Glaube etwa an eine Flat-Earth-Theorie sei für sich genommen zwar nicht schädlich, sei aber oft gekoppelt mit einem umfassenderen Misstrauen in Institutionen und Autoritäten."
24.02.2019 11:31,Selenokhod,Wie? Die Hochzeit der AfD ist vorbei?,"Das wäre natürlich eine Hiobsbotschaft für hauptberufliche Antifaschisten wie den Autor. Die Panik tropft geradezu aus dem Text. Die neuerliche Machtergreifung der Faschisten könnte ausbleiben....naja, er kann ja wieder anfangen etwas zur notwendigen Überwindung der kapitalistischen Verhältnisse und der sozialistischen Weltrevolution zu schreiben. Das ist zeitloser."
29.01.2019 18:01,Selenokhod,Re: Worum es eigentlich geht - hier lesen.,"Wenn man Kenntnis davon bekommt, dass jemand den eigenen Dienst moeglicherweise fuer Straftaten benutzt, ist es doch voellig legitim daran nicht mitwirken zu wollen."
23.01.2019 10:19,Selenokhod,Re: Schon jemand erfolgreich abgemeldet?,Ich hatte Dir ja eine Antwort versprochen:
14.01.2019 23:51,Selenokhod,Mir nicht - rot ist das neue grün bei diesen Themen ;) -kwt-,kein text
14.01.2019 23:46,Selenokhod,Wer den Feindsender hört...,Rundfunkverbrechen gab es ja schon einmal in Deutschland:
13.01.2019 23:09,Selenokhod,Re: Publikationsverbot nach Kritik am Staatsfunk,Ja ich habe den Brief gelesen und an dem Artikel mag auch einiges falsch gewesen sein.
13.01.2019 19:33,Selenokhod,Publikationsverbot nach Kritik am Staatsfunk,Soweit sind wir also schon. Das ist echt mal spannend.
30.12.2018 12:11,Selenokhod,"Nein, die Sorge ist unbegründet...","Die werden gegenwärtig von der Politik aus dem von Dir beschriebenen Grund verschont. Weil sie NOCH eine gewisse Reichweite (gerade in älteren Generationen) haben. Die Reichweite sinkt aber bereits und sobald die unter ein gewisses Niveau gefallen ist, wird die Politik dem Druck nachgeben und den ÖR fallen lassen (der ÖR kann dann für die Politik nichts mehr leisten). Dieser Prozess lässt sich höchstens verlangsamen aber nicht mehr aufhalten, weil er nicht nur politisch sondern auch technisch/gesellschaftlich getrieben wird."
24.12.2018 18:00,Selenokhod,Frohe Weihnachten Herr Reiser...,... und danke für die netten Impressionen aus meiner Heimatstadt..
20.12.2018 23:36,Selenokhod,Re: Mal ne persönliche Frage,hihp schrieb am 20.12.2018 18:02:
20.12.2018 17:35,Selenokhod,Mal ne persönliche Frage,hihp schrieb am 20.12.2018 17:13:
20.12.2018 17:09,Selenokhod,Es gibt keine Rechtsbrüche! Mal abgesehen von...und... LOL kwt,Nix weil Kommentar unnötig
20.12.2018 00:02,Selenokhod,"Ja, er hat mich überführt!",Der fehlende Tastaturtreiber in meiner VM und die protonmail Adresse sind klare Indikatoren.
19.12.2018 15:29,Selenokhod,"Re: Bullshit, das ist Maskirovka.",FoxtrottBravo schrieb am 19.12.2018 14:54:
19.12.2018 10:55,Selenokhod,Erschreckend undifferenzierter Autor,"Wenn man hier bei heise haeufiger liest, bekommt man ein gutes Gefuehl fuer die hier schreibenden Autoren."
17.12.2018 15:29,Selenokhod,Zur Umsetzung...,... wird auch gleich eine neue Behörde aufgestellt. Das BundesBotAmt. Neue Bots werden mit einem 34stelligem Code markiert um die Nachvollziehbarkeit sicherzustellen. Zudem muss jeder Botbesitzer einen Bothaltungsnachweis erbringen...
14.12.2018 15:24,Selenokhod,Warum?,Also ich habe das Buch vor ca. 15 Jahren gelesen. Was macht aus deiner Sicht den Bezug zum Artikel aus?
14.12.2018 09:07,Selenokhod,Re: Schon jemand erfolgreich abgemeldet?,Trex70 schrieb am 14.12.2018 03:20:
14.12.2018 00:46,Selenokhod,Re: Schon jemand erfolgreich abgemeldet?,Also ich bin ins Ausland verzogen und habe meine Abmeldebestätigung auf der Webseite hochgeladen.
13.12.2018 16:46,Selenokhod,"Ihr wollt keine ""Demokratieabgabe"" zahlen?",Da müsst ihr schon gelbe Westen anziehen oder auswandern
13.12.2018 16:30,Selenokhod,Modelle sind immer nur Annäherungen,"Das mag alles stimmen. Die Funktion von Modellen ist es aber immer die Welt verständlich zu machen. Deshalb ist jedes Modell eine Annäherung.Das Kernproblem von politischen Modellen ist jedoch IMHO, dass sich politische Ansichten je nach Politikfeld massiv unterscheiden können. Jemand will ein extrem egalitäres Gesundheitswesen ist jedoch sonst für maximale Freiheit aller Märkte. Das kann kaum ein Modell abbilden. In der Informatik würde das mit Expertensystemen gehen. Dieses Problem verschärft sich gegenwärtig noch dadurch, dass die gesellschaftlichen Millieus sich immer mehr ausdifferenzieren (Stichwort Sinus Millieus)."
13.12.2018 09:07,Selenokhod,Auch das ist zu einfach...,"Ja, diese Unterscheidung nach Lokalisten und Globalisten wird immer wieder gemacht. Ich halte die aber für nicht sonderlich hilfreich, weil sie irgendwie wieder versucht persönliche Umstände mit der politischen Haltung zu verknüpfen. Du kannst im Ausland leben, eine Frau aus der 3. Welt haben, Kinder dementsprechend mit Migrationshintergrund haben und vier Sprachen sprechen... die gegenwärtige Migrationspolitik jedoch trotzdem als katastrophal ansehen. Umgekehrt ist das natürlich ebenso möglich. Diese Haltung wird nämlich weniger durch deinen eigenen Lebenswandel als durch dein Menschenbild und deine Erfahrungen begründet."
11.12.2018 19:53,Selenokhod,Scheint ja um einiges zu gehen in Frankreich:,https://www.rubikon.news/artikel/die-demokratie-illusion-2
10.12.2018 14:18,Selenokhod,Hier geht es vor allem um Würde,"Was wir in Frankreich erleben ist IMHO nur der Beginn eines Prozesses der zwangsläufig auch in anderen Teilen Europas beginnen wird, sollten sich die gegenwärtigen Entwicklungen fortsetzen."
09.12.2018 22:11,Selenokhod,Der Krimi ist noch lange nicht zu Ende,Bei der Erstwahl 51% und irgendwas um die 67% für den neuen Geschaftsführer. Zu Kohls Zeiten galt alles unter 90% als schlecht.
09.12.2018 17:01,Selenokhod,Danke ++,Dazu muss man nichts mehr ergänzen!
09.12.2018 00:27,Selenokhod,"""unserer schrecklich freien Gesellschaft""","Schon die Grundthese des Autors, nachdem sich das links-grüne Juste Millieu nicht um dererlei Schmuddelkram scheren würde, ist falsch:"
07.12.2018 09:31,Selenokhod,Nachtrag,Ein kleiner Nachtrag: Ich hatte die gleichen Fragen/Anmerkungen in einem gut frequentierten Leserbereich eines deutschen Mediums gestellt. Bis jetzt (nach zwei Tagen) weder gesperrt noch veröffentlicht. Ich hatte dort auch noch nie Probleme mit Sperrungen.
07.12.2018 09:22,Selenokhod,Wenig überraschend,"Das Gesetz fügt sich hervorragend in die übrigen, weltweiten Bestrebungen freie Kommunikation und Meinungsäußerung in Netz zu unterbinden. Und um die Antwort auf die übliche Frage vorweg zu nehmen: Wenn ich nicht mehr sicher sein kann, wer meine Nachrichten mitliest, werde ich meine Kommunikation anpassen müssen."
06.12.2018 19:28,Selenokhod,Honeypot?,Kann mir mal jemand kurz erklären wie dieser Honeypot funktioniert haben soll? Ich habe es leider verpasst mir das Original anzusehen.
05.12.2018 23:55,Selenokhod,"Re: Das Video, dass maßgeblich die Proteste auslöste:","Das Video (und vergleichbare) waren lange vor irgendwelchen Erklärungen im Netz zu finden. Auslösender Faktor waren keine diffusen Forderungskataloge die zudem nicht einmal den Aussagen im Video widersprechen, es war das Gefühl einer breiten Mittelschicht durch die Einführung einer Ökosteuer weiter an den Rand gedrängt zu werden."
05.12.2018 19:16,Selenokhod,"Das Video, dass maßgeblich die Proteste auslöste:",https://m.focus.de/kultur/kino_tv/madame-mouraud-gegen-macron-wie-4-38-minuten-auf-facebook-das-system-ins-wanken-brachten_id_10025564.html
03.12.2018 16:13,Selenokhod,Re: DARPA Project LifeLog,pawl (1) schrieb am 03.12.2018 15:12:
03.12.2018 14:51,Selenokhod,Re: DARPA Project LifeLog,pawl (1) schrieb am 03.12.2018 14:31:
03.12.2018 11:10,Selenokhod,Schau mal hier:,https://www.heise.de/forum/heise-online/News-Kommentare/Kommentar-Facebooks-Krise-geht-ans-Fundament/DARPA-Project-LifeLog/posting-33527945/show/
03.12.2018 11:08,Selenokhod,DARPA Project LifeLog,Im Augenblick macht ja im Netz eine spannende Theorie die Runde.
02.12.2018 11:22,Selenokhod,"OT: Merz fordert auch steuerfreiheit für Aktien""sparer""","Sicher nur Zufall, dass der für Blackrock arbeitete."
29.11.2018 17:37,Selenokhod,Text gewordene Wahnvorstellungen,Es ist schon amüsant...während die einen DE kurz vor der islamischen Revolution sehen fantasieren die anderen die Wiederkehr des NS-Regimes herbei.
28.11.2018 19:38,Selenokhod,Re: Costa Rica ist keine charmante Ausnahme,"Rüstungsausgaben sind ähnlich hoch wie in anderen mittelamerikanischen Ländern.Bei den regelmäßig autretenden Grenzkonflikten mit Nicaragua, sind auf costaricanischer Seite immer schwerbewaffnete Truppen präsent."
28.11.2018 19:31,Selenokhod,Richtig!,Mir ist auch nicht ganz klar wie der Zitierte auf diesen Quatsch kam.
28.11.2018 12:53,Selenokhod,Re: Blöde Frage: Wie schwer ist es ein Touristenvisum für Deutschland zu bekomme,"Es kommt sehr darauf an, aus welchem Land Du bist. Für viele Länder (auch nicht EU) brauchst Du kein Visum.Für manche Länder musst du Rückflugticket, Hotel und ggf. eine Reisekrankenversicherung nachweisen. Diese Länderlisten richten sich nach politischen Kriterien und Erfahrungswerten. Schlecht sind typische Asylländer... Aber richtig, mit Geld ist ein Touristenvisa eigentlich kein Problem.... höchstens für IS Angehörige..."
28.11.2018 12:21,Selenokhod,Wenn man nicht mal zwischen Tourismus und Migration differenzieren kann...,... sollte man sich zu dieser Thematik lieber gar nicht äußern.
26.11.2018 12:52,Selenokhod,Das Erfolgsrezept der Grünen:,"1. Die einzige progressive (=! konservative) Partei, die auch offen für Besserverdienende ist. Man kann als Grüner ebe
07.12.2018 09:22,Selenokhod,Wenig überraschend,"Das Gesetz fügt sich hervorragend in die übrigen, weltweiten Bestrebungen freie Kommunikation und Meinungsäußerung in Netz zu unterbinden. Und um die Antwort auf die übliche Frage vorweg zu nehmen: Wenn ich nicht mehr sicher sein kann, wer meine Nachrichten mitliest, werde ich meine Kommunikation anpassen müssen."
06.12.2018 19:28,Selenokhod,Honeypot?,Kann mir mal jemand kurz erklären wie dieser Honeypot funktioniert haben soll? Ich habe es leider verpasst mir das Original anzusehen.
05.12.2018 23:55,Selenokhod,"Re: Das Video, dass maßgeblich die Proteste auslöste:","Das Video (und vergleichbare) waren lange vor irgendwelchen Erklärungen im Netz zu finden. Auslösender Faktor waren keine diffusen Forderungskataloge die zudem nicht einmal den Aussagen im Video widersprechen, es war das Gefühl einer breiten Mittelschicht durch die Einführung einer Ökosteuer weiter an den Rand gedrängt zu werden."
05.12.2018 19:16,Selenokhod,"Das Video, dass maßgeblich die Proteste auslöste:",https://m.focus.de/kultur/kino_tv/madame-mouraud-gegen-macron-wie-4-38-minuten-auf-facebook-das-system-ins-wanken-brachten_id_10025564.html
03.12.2018 16:13,Selenokhod,Re: DARPA Project LifeLog,pawl (1) schrieb am 03.12.2018 15:12:
03.12.2018 14:51,Selenokhod,Re: DARPA Project LifeLog,pawl (1) schrieb am 03.12.2018 14:31:
