Date	Name	Title	Body
25.12.2020 01:24	Selenokhod	Re: Bashing und Verschwörungen bei Heise und Telepolis	Rallinger schrieb am 24.12.2020 11:12:Ich bin raus.Bei fünf Beitragen in 17 Jahren wahrscheinlich für Verlag und Leser zu verkraften.Ich bin raus.
25.12.2020 01:44	Selenokhod	Re: Impft die Risikogruppen	Yeti a.D. schrieb am 24.12.2020 20:09:Wird so nicht zwingend funktioieren.Denn, wenn Du in einem Beruf mit hohem Kundenkontakt beschäftigt bist, bist Du für mich ein Risiko.Ich könnte auf die Idee kommen, bevorzugt dort mein Geld auszugeben, wo Du Dich entweder impfen lässt oder zweimal die Woche testen...Ich kann es ehrlich gesagt auch nicht nachvollziehen. Du machst Dir nachvollziehbar Sorgen aufgrund einer potentiellen Infektion? Dann lass Dich doch dagegen impfen. Daran hindert dich doch keiner, oder?Wird so nicht zwingend funktioieren.Denn, wenn Du in einem Beruf mit hohem Kundenkontakt beschäftigt bist, bist Du für mich ein Risiko.Ich könnte auf die Idee kommen, bevorzugt dort mein Geld auszugeben, wo Du Dich entweder impfen lässt oder zweimal die Woche testen...
25.12.2020 10:52	Selenokhod	Re: schade das es der Datenschutz nicht zulässt	"Lochkarte schrieb am 25.12.2020 08:53:Selenokhod schrieb am 25.12.2020 02:19:Genau wie Raucher, Fette, Extremisten, Straffällige,...Blödsinn. Raucher und Fette wissen in der Regel, dass sie ein Problem haben. Sie schaffen es nur nicht, ihr Verhalten zu ändern. Für diesen Vergleich geben ich Rot, auch wenn ich Deinem letzten Satz zustimme.Das Mantra: ""Lass Dich impfen für die Gemeinschaft"" ist im Augenblick der größte Killer der Impfbereitschaft, weil es die bestehenden Vorbehalte nur stärkt.Richtig. Man lässt sich für sich oder für die nahen Verwandten. Nicht für „die Gesellschaft„.Gut, dass Du deine eigene Aussage gleich mal schön mit ""in der Regel"" relativierst. Also gibt es abseits der Regel wohl doch ein paar Raucher und Übergewichte, denen es sche...egal ist ob sie mit ihren Folgeerkrankungen allen auf der Tasche liegen und die auch gar kein Interesse haben daran etwas zu ändern? Wir können die Liste beliebig fortsetzen...Extremsportarten, ...Ob Du mir dunkelrot oder was auch immer gibst ist mir im übrigen völlig egal.Selenokhod schrieb am 25.12.2020 02:19:Genau wie Raucher, Fette, Extremisten, Straffällige,...Blödsinn. Raucher und Fette wissen in der Regel, dass sie ein Problem haben. Sie schaffen es nur nicht, ihr Verhalten zu ändern. Für diesen Vergleich geben ich Rot, auch wenn ich Deinem letzten Satz zustimme.Das Mantra: ""Lass Dich impfen für die Gemeinschaft"" ist im Augenblick der größte Killer der Impfbereitschaft, weil es die bestehenden Vorbehalte nur stärkt.Richtig. Man lässt sich für sich oder für die nahen Verwandten. Nicht für „die Gesellschaft„.Genau wie Raucher, Fette, Extremisten, Straffällige,...Das Mantra: ""Lass Dich impfen für die Gemeinschaft"" ist im Augenblick der größte Killer der Impfbereitschaft, weil es die bestehenden Vorbehalte nur stärkt."
24.12.2020 19:59	Selenokhod	Unsinnig	"Je mehr Druck auf Menschen ausgeübt wird sich impfen zu lassen desto mehr wird die Impfung  abgelehnt werden. Auch hier gilt der alte Satz: ""Bewegungen wachsen am Widerstand""Jede Diskussion über direkte oder indirekte Impfzwänge ist deshalb bereits kontraproduktiv.Das gleiche gilt für Argumentationsmuster aller: ""Lass Dich impfen um die Gesellschaft zu schützen"". In einer Phase in der diese Gesellschaft so gespalten ist wie nie davor ein denkbar schwaches Argument. Zudem leben wir in Westeuropa in individualistischen Gesellschaften und nicht in kollektivistischen (wie z.B. Asien). Das hat nichts mit moralischer Wertung zu tun sondern ist einfach eine Tatsache.Die sinkende Impfbereitschaft ist auch (mal wieder) eine Folge von schlechter PR und schwacher Führung."
18.12.2020 18:46	Selenokhod	Re: abgerutscht...	igra5000 schrieb am 18.12.2020 17:49:mein Post ist wohl hier gelandet:https://www.heise.de/forum/heise-online/Kommentare/Studie-zur-Covid-19-Impfung-Nicht-angenehm-zu-95-Prozent-wirksam/Vertrauen-muss-man-sich-verdienen/posting-38014825/show/Ja, das stimmt.Ich schreibe es allerdings auch nicht zum ersten Mal:https://www.heise.de/forum/Telepolis/Kommentare/Corona-Reisestopp-Massentests-Impfstoffzulassung/Vertrauensproblem-aus-der-Spieltheorie/posting-37935427/show/mein Post ist wohl hier gelandet:https://www.heise.de/forum/heise-online/Kommentare/Studie-zur-Covid-19-Impfung-Nicht-angenehm-zu-95-Prozent-wirksam/Vertrauen-muss-man-sich-verdienen/posting-38014825/show/
18.12.2020 17:08	Selenokhod	Grundproblem: Vertrauen	"Nur ein Gedanke zu der Debatte Impfen/Nicht-Impfen.Hier zeichnet sich die gleiche Konfliktlinie ab, die bereits seit Jahren die Gesellschaft in nahezu allen westlichen Laendern durchzieht:Die eine Gruppe hat Vertrauen in staatliche Institutionen und Massnahmen. Deshalb traut sie natuerlich auch einer Impfstoffzulassung und in der Konsequenz einer Impfung.Die andere Gruppe hat das nicht. Deshalb misstraut sie dem Zulassungsverfahren und in der Konsequenz der Impfung.Ich erlaube mir nur noch den Hinweis, dass ""Vertrauen"" pauschal kein rationaler Wert ist. Ich habe Vertrauen in etwas oder ich habe es eben nicht. Vertrauen wird erworben.Was danach abläuft ist eigentlich nur noch der Versuch das ganze irgendwie zu rationalisieren. Wenn ich aber davon überzeugt bin, dass mir Staat und Pharmaindustrie immer nur böses wollen, dann wird mich auch keine Studie oder Behördenaussage vom Gegenteil überzeugen. Die Quelle ist nicht mehr legitim. Bin ich dagegen überzeugt, dass der Staat und seine Institutionen immer nur an meinem Wohl interessiert ist, dann ist jedes Gegenargument eben eine Verschwörungtheorie.Letztlich ist das immer der gleiche Konflikt. Heute geht es um Corona, morgen um Migration, GEZ oder sonstwas.Letztlich haben die wenigsten hier tatsächlich irgendeine Ahnung von Impfstoffen (mich natürlich eingeschlossen), den Testverfahren oder gar den Abläufen die zur Immunität führen. Es werden eben Informationen in den bevorzugten Quellen gesucht, welche die eigene Haltung irgendwie untermauern.Das Kernproblem ist eben leider, dass die Zahl der Menschen, die Vertrauen in das bestehende System haben in den vergangenen Jahren abgenommen hat. Das hat etwas mit neuen Medien zu tun, mit ""Playern"" von außen, die diesen Konflikt erfolgreich anheizen...Es hat aber vor allem etwas mit einem Politikstil zu tun, der Menschen nicht mehr mitnimmt und mit einem System in dem immer mehr durch das Netz fallen."
18.12.2020 17:25	Selenokhod	Re: Eher: Risikoabwägung	sou schrieb am 18.12.2020 17:21:https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(20)30527-0/fulltextWer <50 Jahre alt ist, ist durch die Grippe mit dem Tod gleichstark bedroht wie durch Covid19, und hat sogar eine wesentlich höhere Chance, wegen Grippe hospitalisiert zu werden als wegen Covid19.Und nun?Das Problem scheint aber zu sein, dass die Gruppe <50 ueblicherweise die Gruppe >50 infiziert.Ansonsten gebe ich Dir recht. Unter 50 oder gar 40 und weniger ist das Risiko eines schweren oder gar toetlichen Verlaufs recht gering.https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(20)30527-0/fulltextWer <50 Jahre alt ist, ist durch die Grippe mit dem Tod gleichstark bedroht wie durch Covid19, und hat sogar eine wesentlich höhere Chance, wegen Grippe hospitalisiert zu werden als wegen Covid19.Und nun?
18.12.2020 16:45	Selenokhod	kann weg	Ich verstehe nicht weshalb das wortgleich schon von einem anderen account gepostet wurde?edit: Sorry, habe es zu schnell gelesen.
18.12.2020 16:53	Selenokhod	Du hast Recht - Mein fehler...	Sorry, hab das oben korrigiert.
18.12.2020 15:40	Selenokhod	Ganze Impfdebatte übertrieben	"Ich persönlich halte die ganze Impfdebatte für völlig übertrieben:1. Wird für die meisten ohnehin erst eine Impfung ab Mitte 2021 zu Verfügung stehen, weil vorher gefährdete Gruppen an der Reihe sind.2. Lassen sich ohnehin eine ganze Menge von Leuten gerne freiwillig impfen.3. Wegen 1. und 2. und dem besseren Wetter im Frühjahr wird die Wucht der Pandemie und insbesondere die Sterblichkeit deutlich abnehmen.4. Wegen 3. werden die Maßnahmen gelockert.5. Der politische Druck lässt nach.Meine Prognose: Das Thema Zwangsimpfung wird niemals zur Debatte stehen. Daneben erhöht das nur zusätzlich den Widerstand von Gegnern.Wenn ""nur"" die gefährdeten Gruppen und ggf. 50% vom Rest geimpft werden, dürfte die Kurve flach genug sein um ohne radikale Massnahmen gestemmt zu werden.Problematisch ist ggf. das sich auch innerhalb der gefährdeten Gruppen etliche einer Impfung verweigern."
18.12.2020 16:41	Selenokhod	Re: Mal eine Andere Frage	wostock schrieb am 18.12.2020 16:14:mag sein, aber dann könnte ich als bürger sagen, das ich nicht mit solchen personen in kontakt kommen möchte, die die möglichkeit haben, aber sie verweigern.Du kannst schon heute jeden Arzt irgendwas fragen und dann einfach die Behandlung verweigern. Keiner zwingt jemanden sich von irgendeinem Arzt behandeln zu lassen.mag sein, aber dann könnte ich als bürger sagen, das ich nicht mit solchen personen in kontakt kommen möchte, die die möglichkeit haben, aber sie verweigern.
18.12.2020 16:06	Selenokhod	Re: Mal eine Andere Frage	Rubbel Die Katz schrieb am 18.12.2020 15:56:Fändest du es gut wenn im Altenheim oder Krankenhaus Personal tätig wäre die sich aus Prinzip nicht impfen lassen?Das gilt m.E. auch für Lehrerinnen, Polizistinnen usw.Natürlich wird es die Debatte geben.Man kann nicht weiter monatelang Kinder verbieten draußen zu spielen und sie zwingen Masken zu tragen. Wenn man aus Dummheit und persönlichem Egoismus meint Impfungen seien überflüssig und riskant.Nein, ich finde das nicht gut aber wie sieht deiner Meinung nach die Alternative aus?Willst Du Menschen unter körperlichen Zwang die Impfung verabreichen? Möchtest Du die ganzen Altenpfleger, Polizisten, ... kündigen? Das Gehalt pfänden?Selbst wenn Du das wollen würdest, gibt es genug Realisten in Politik und Verwaltung die wissen, dass so etwas auch praktisch nicht geht.Von rechtlichen Aspekten ganz zu schweigen...Fändest du es gut wenn im Altenheim oder Krankenhaus Personal tätig wäre die sich aus Prinzip nicht impfen lassen?Das gilt m.E. auch für Lehrerinnen, Polizistinnen usw.Natürlich wird es die Debatte geben.Man kann nicht weiter monatelang Kinder verbieten draußen zu spielen und sie zwingen Masken zu tragen. Wenn man aus Dummheit und persönlichem Egoismus meint Impfungen seien überflüssig und riskant.
18.12.2020 16:36	Selenokhod	Re: Mal eine Andere Frage	"Rubbel Die Katz schrieb am 18.12.2020 16:17:Selenokhod schrieb am 18.12.2020 16:06:Willst Du Menschen unter körperlichen Zwang die Impfung verabreichen? Möchtest Du die ganzen Altenpfleger, Polizisten, ... kündigen?Selbstverständlich! Es gibt Impfungen die macht man um sich selbst zu schützen und welche um Andere zu schützen.Ich erwarte von medizinischem Personal z.B. dass sie gegen Hepatitis geimpft sind. Manche Kliniken fordern das!Bei Prostituierten erwarten viele Ämter z.B. eine Hepatitis B Impfung.Und wenn das der Arzt oder die Pflegekraft nicht möchte? Dann werden die gekündigt? Weil der Markt an Pflegekräften ja auch in keinster Weise angespannt istGlaubst Du ernsthaft die Personalabteilung einer Pflegeeinrichtung ist scharf auf diesen Ärger? Da ist eine Pflegerin die leistet z.B. seit Jahren hervorragende Arbeit aber hat Angst sich impfen zu lassen...Dazu kommt dann noch der Aspekt, dass durch das Tragen von FFPx Masken deutlich mildere Mittel vorhanden sind eine Infektion zu vermeiden. Das wird jedes Gericht so sehen.Hinsichtlich des Arbeitsmarktes von Prostituierten bin ich kein Fachmann. Aber diese ganzen Auflagen gelten ohnehin nur im ""legalen"" Bereich...Der Punkt ist: Einfach unrealistisch. Und wir reden noch von Pflegekräften...vom Rest ganz zu schweigen.Selenokhod schrieb am 18.12.2020 16:06:Willst Du Menschen unter körperlichen Zwang die Impfung verabreichen? Möchtest Du die ganzen Altenpfleger, Polizisten, ... kündigen?Selbstverständlich! Es gibt Impfungen die macht man um sich selbst zu schützen und welche um Andere zu schützen.Ich erwarte von medizinischem Personal z.B. dass sie gegen Hepatitis geimpft sind. Manche Kliniken fordern das!Bei Prostituierten erwarten viele Ämter z.B. eine Hepatitis B Impfung.Willst Du Menschen unter körperlichen Zwang die Impfung verabreichen? Möchtest Du die ganzen Altenpfleger, Polizisten, ... kündigen?"
06.12.2020 13:02	Selenokhod	Vertrauensproblem aus der Spieltheorie	"Das ganze Thema um Impfen, Nicht-Impfen, Übersterblichkeit, Corona, ... ist IMO nur die ""Rationalisierung"" eines bereits lange vor Corona bestehenden Vertrauensproblems.Wenn ich ""den Institutionen"" vertraue, dann habe ich auch Vertrauen in das Zulassungsverfahren und entsprechend in die Impfung.Vertraue ich ""den Institutionen"" hingegen nicht, dann werden mich auch deren Daten und Aussagen nicht dazu bewegen mich Impfen zu lassen.Diese Grundproblematik durchzieht die Westliche Welt (sie ist nicht weder auf DE beschränkt noch auf Corona beschränkt).Die Frage von Vertrauen oder Misstrauen ist perse keine rationale Frage. Vertrauen basiert auf individuellen Lebenserfahrungen und die sind eben unterschiedlich."
06.12.2020 17:09	Selenokhod	Er will sich eben für nächstes Jahr profilieren...	..als durchsetzungsstarker Macho von der Isar. Quasi die Antithese zur Mutti aus MekPom.Plump und durchschaubar...deshalb auch aussichtslos.
13.12.2020 21:04	Selenokhod	Re: @heise Verlag - Anfrage	XXIII schrieb am 13.12.2020 19:11:Als *langjähriger* c't Abonnent möchte ich gerne wissen, ob ich mit meinen Abogebühren die Telepolis-Schwurbel-Artikel, die in letzter Zeit immer überträglicher werden, quer finanziereVielen Dank!Natürlich finanziert Du die quer. Du hast aber einen entscheidenden Vorteil: Du kannst Dein Abo jederzeit kündigen und Dir z.B. was abonnieren, dass eher deiner eigenen Meinung entspricht. Berliner Tagesspiegel zum Beispiel.Millionen von Zwangsgebührenzahlern in DE müssen weit Schlimmeres erdulden ohne jede Aussicht auf Besserung oder die Hoffnung kündigen zu können.Als *langjähriger* c't Abonnent möchte ich gerne wissen, ob ich mit meinen Abogebühren die Telepolis-Schwurbel-Artikel, die in letzter Zeit immer überträglicher werden, quer finanziereVielen Dank!
